filename,group,annotation_instruction,species_id,scientific_name,gbif_occurrence_key,media_url,license,rights_holder,creator,identified_by,event_date,country,locality,gbif_url,source_path
classical_AM.VI_Amanita_virosa_5898621165.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AM.VI,Amanita virosa,5898621165,https://svampe.databasen.org/uploads/2025-10523109_B19kvnQOgl.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Søren Rytter Boeriis,Søren Rytter Boeriis,Søren Rytter Boeriis,2025-08-08,Denmark,Store Arden Skov,https://www.gbif.org/occurrence/5898621165,
classical_AM.VI_Amanita_virosa_5898621656.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AM.VI,Amanita virosa,5898621656,https://svampe.databasen.org/uploads/2025-10525634_rkkIKfCuee.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jane Nielsen,Jane Nielsen,Jane Nielsen,2025-08-16,Denmark,Store Arden Skov,https://www.gbif.org/occurrence/5898621656,
classical_AM.VI_Amanita_virosa_5898623798.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AM.VI,Amanita virosa,5898623798,https://svampe.databasen.org/uploads/2025-10533179_BJWmZZNsxg.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Tina Larsen,Tina Larsen,Tina Larsen,2025-08-23,Denmark,Brunshede,https://www.gbif.org/occurrence/5898623798,
classical_AM.VI_Amanita_virosa_5898626028.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AM.VI,Amanita virosa,5898626028,https://svampe.databasen.org/uploads/2025-10524249_ByasQ5DOex.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Søren Rytter Boeriis,Søren Rytter Boeriis,Søren Rytter Boeriis,2025-08-11,Denmark,Hesselholt Skov,https://www.gbif.org/occurrence/5898626028,
classical_BO.ED_Boletus_edulis_5898618342.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",BO.ED,Boletus edulis,5898618342,https://svampe.databasen.org/uploads/2025-10515900_S1aH8i5Nel.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jane Nielsen,Jane Nielsen,Jane Nielsen,2025-06-26,Denmark,Kirkesande,https://www.gbif.org/occurrence/5898618342,
classical_BO.ED_Boletus_edulis_5898622649.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",BO.ED,Boletus edulis,5898622649,https://svampe.databasen.org/uploads/2025-10516418_Hknx2rgrgl.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Søren Rytter Boeriis,Søren Rytter Boeriis,Søren Rytter Boeriis,2025-06-30,Denmark,Store Arden Skov,https://www.gbif.org/occurrence/5898622649,
classical_BO.ED_Boletus_edulis_5898660701.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",BO.ED,Boletus edulis,5898660701,https://svampe.databasen.org/uploads/2025-10515451_S13EzrXEgl.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Annette Greenfort,Annette Greenfort,Annette Greenfort,2025-06-20,Denmark,Skelsnæs,https://www.gbif.org/occurrence/5898660701,
classical_BO.ED_Boletus_edulis_5898669832.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",BO.ED,Boletus edulis,5898669832,https://svampe.databasen.org/uploads/2025-10515278_rJUbiPg4ex.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Annette Greenfort,Annette Greenfort,Annette Greenfort,2025-06-18,Denmark,Rykkerup Skov,https://www.gbif.org/occurrence/5898669832,
classical_BO.BA_Imleria_badia_5898619719.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",BO.BA,Imleria badia,5898619719,https://svampe.databasen.org/uploads/2025-10527388_H150y6YKel.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jane Nielsen,Jane Nielsen,Jane Nielsen,2025-08-25,Denmark,Mossø,https://www.gbif.org/occurrence/5898619719,
classical_BO.BA_Imleria_badia_5898622946.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",BO.BA,Imleria badia,5898622946,https://svampe.databasen.org/uploads/2025-10523496_SysLqNHOxg.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Peter Stidsen,Peter Stidsen,Peter Stidsen,2025-08-09,Denmark,Rejstrup Plantage,https://www.gbif.org/occurrence/5898622946,
classical_BO.BA_Imleria_badia_5898626015.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",BO.BA,Imleria badia,5898626015,https://svampe.databasen.org/uploads/2025-10522016_ByTM5IRPxg.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Frits Sørensen,Frits Sørensen,Frits Sørensen,2025-08-04,Denmark,Nørlund Plantage,https://www.gbif.org/occurrence/5898626015,
classical_CA.CI_Cantharellus_cibarius_6161882055.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",CA.CI,Cantharellus cibarius,6161882055,https://svampe.databasen.org/uploads/2026-10579028_rJ6HPAX4bl.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,René Giese,René Giese,René Giese,2026-01-01,Denmark,Rødpælestjernen (Gribskov),https://www.gbif.org/occurrence/6161882055,
classical_CA.CI_Cantharellus_cibarius_5052259363.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",CA.CI,Cantharellus cibarius,5052259363,https://svampe.databasen.org/uploads/2025-10493392_ryolZlhUJg.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jane Nielsen,Jane Nielsen,Jane Nielsen,2025-01-08,Denmark,Volsted Plantage,https://www.gbif.org/occurrence/5052259363,
classical_CA.CI_Cantharellus_cibarius_5052263134.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",CA.CI,Cantharellus cibarius,5052263134,https://svampe.databasen.org/uploads/2025-10494080_SJJQor-Dkx.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Søren Rytter Boeriis,Søren Rytter Boeriis,Søren Rytter Boeriis,2025-01-12,Denmark,Helium Skov,https://www.gbif.org/occurrence/5052263134,
classical_HY.PS_Hygrophoropsis_aurantiaca_6161874814.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",HY.PS,Hygrophoropsis aurantiaca,6161874814,https://svampe.databasen.org/uploads/2026-10579788_BkB9CTDVZe.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jane Nielsen,Jane Nielsen,Jane Nielsen,2026-01-04,Denmark,Skindbjerglund,https://www.gbif.org/occurrence/6161874814,
classical_HY.PS_Hygrophoropsis_aurantiaca_5052245313.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",HY.PS,Hygrophoropsis aurantiaca,5052245313,https://svampe.databasen.org/uploads/2025-10494081_B1ZEoBbPke.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Søren Rytter Boeriis,Søren Rytter Boeriis,Søren Rytter Boeriis,2025-01-12,Denmark,Helium Skov,https://www.gbif.org/occurrence/5052245313,
classical_HY.PS_Hygrophoropsis_aurantiaca_5898621636.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",HY.PS,Hygrophoropsis aurantiaca,5898621636,https://svampe.databasen.org/uploads/2025-10522015_BklwCFU0vgx.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Frits Sørensen,Frits Sørensen,Frits Sørensen,2025-08-04,Denmark,Nørlund Plantage,https://www.gbif.org/occurrence/5898621636,
classical_HY.PS_Hygrophoropsis_aurantiaca_5898626822.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",HY.PS,Hygrophoropsis aurantiaca,5898626822,https://svampe.databasen.org/uploads/2025-10526540_ByFJztVYxg.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jane Nielsen,Jane Nielsen,Jane Nielsen,2025-08-21,Denmark,Daugbjerg Plantage,https://www.gbif.org/occurrence/5898626822,
classical_LA.HE_Lactarius_helvus_5898647673.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",LA.HE,Lactarius helvus,5898647673,https://svampe.databasen.org/uploads/2025-10520125_SkKe28fPxg.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Sinne Rosborg,Sinne Rosborg,Sinne Rosborg,2025-07-26,Denmark,Læsø Klitplantage,https://www.gbif.org/occurrence/5898647673,
classical_LA.HE_Lactarius_helvus_5898658174.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",LA.HE,Lactarius helvus,5898658174,https://svampe.databasen.org/uploads/2025-10520603_HyHMPwBPle.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Thomas Møller Ørum,Thomas Møller Ørum,Thomas Møller Ørum,2025-07-28,Denmark,Andebjerg,https://www.gbif.org/occurrence/5898658174,
classical_LA.HE_Lactarius_helvus_5898675195.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",LA.HE,Lactarius helvus,5898675195,https://svampe.databasen.org/uploads/2025-10520506_Hk7HbRVPee.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Frits Sørensen,Frits Sørensen,Frits Sørensen,2025-07-28,Denmark,Fonnesbæk,https://www.gbif.org/occurrence/5898675195,
background_01.jpg,background,Skip this image if there is no mushroom to annotate.,,,,,,,,,,,,,/home/iannyf/projekt/AI-Based-Mushroom-Identification-Using-Image-Recognition-and-Trait-Based-Classification/data/raw/background/11.jpg
background_02.jpg,background,Skip this image if there is no mushroom to annotate.,,,,,,,,,,,,,/home/iannyf/projekt/AI-Based-Mushroom-Identification-Using-Image-Recognition-and-Trait-Based-Classification/data/raw/background/12.jpg
background_03.jpg,background,Skip this image if there is no mushroom to annotate.,,,,,,,,,,,,,/home/iannyf/projekt/AI-Based-Mushroom-Identification-Using-Image-Recognition-and-Trait-Based-Classification/data/raw/background/13.jpg
background_04.jpg,background,Skip this image if there is no mushroom to annotate.,,,,,,,,,,,,,/home/iannyf/projekt/AI-Based-Mushroom-Identification-Using-Image-Recognition-and-Trait-Based-Classification/data/raw/background/14.jpg
background_05.jpg,background,Skip this image if there is no mushroom to annotate.,,,,,,,,,,,,,/home/iannyf/projekt/AI-Based-Mushroom-Identification-Using-Image-Recognition-and-Trait-Based-Classification/data/raw/background/15.jpg
background_06.jpg,background,Skip this image if there is no mushroom to annotate.,,,,,,,,,,,,,/home/iannyf/projekt/AI-Based-Mushroom-Identification-Using-Image-Recognition-and-Trait-Based-Classification/data/raw/background/16.jpg
background_07.jpg,background,Skip this image if there is no mushroom to annotate.,,,,,,,,,,,,,/home/iannyf/projekt/AI-Based-Mushroom-Identification-Using-Image-Recognition-and-Trait-Based-Classification/data/raw/background/17.jpg
background_08.jpg,background,Skip this image if there is no mushroom to annotate.,,,,,,,,,,,,,/home/iannyf/projekt/AI-Based-Mushroom-Identification-Using-Image-Recognition-and-Trait-Based-Classification/data/raw/background/18.jpg
background_09.jpg,background,Skip this image if there is no mushroom to annotate.,,,,,,,,,,,,,/home/iannyf/projekt/AI-Based-Mushroom-Identification-Using-Image-Recognition-and-Trait-Based-Classification/data/raw/background/19.jpg
background_10.jpg,background,Skip this image if there is no mushroom to annotate.,,,,,,,,,,,,,/home/iannyf/projekt/AI-Based-Mushroom-Identification-Using-Image-Recognition-and-Trait-Based-Classification/data/raw/background/20.jpg
