category,group,review_index,source_path,export_filename,selection_rule
above,gbif_classical,5,data/Yolov8/Manual_annotation/gbif_downloads/AM.MU_Amanita_muscaria_gbif_15.jpg,above__gbif_classical__005__AM.MU_Amanita_muscaria_gbif_15.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,11,data/Yolov8/Manual_annotation/gbif_downloads/AM.VI_Amanita_virosa_gbif_09.jpg,above__gbif_classical__011__AM.VI_Amanita_virosa_gbif_09.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,12,data/Yolov8/Manual_annotation/gbif_downloads/AM.VI_Amanita_virosa_gbif_11.jpg,above__gbif_classical__012__AM.VI_Amanita_virosa_gbif_11.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,13,data/Yolov8/Manual_annotation/gbif_downloads/AM.VI_Amanita_virosa_gbif_13.jpg,above__gbif_classical__013__AM.VI_Amanita_virosa_gbif_13.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,14,data/Yolov8/Manual_annotation/gbif_downloads/AM.VI_Amanita_virosa_gbif_15.jpg,above__gbif_classical__014__AM.VI_Amanita_virosa_gbif_15.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,15,data/Yolov8/Manual_annotation/gbif_downloads/BO.BA_Imleria_badia_gbif_01.jpg,above__gbif_classical__015__BO.BA_Imleria_badia_gbif_01.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,16,data/Yolov8/Manual_annotation/gbif_downloads/BO.BA_Imleria_badia_gbif_03.jpg,above__gbif_classical__016__BO.BA_Imleria_badia_gbif_03.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,18,data/Yolov8/Manual_annotation/gbif_downloads/BO.BA_Imleria_badia_gbif_07.jpg,above__gbif_classical__018__BO.BA_Imleria_badia_gbif_07.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,19,data/Yolov8/Manual_annotation/gbif_downloads/BO.BA_Imleria_badia_gbif_09.jpg,above__gbif_classical__019__BO.BA_Imleria_badia_gbif_09.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,22,data/Yolov8/Manual_annotation/gbif_downloads/BO.BA_Imleria_badia_gbif_15.jpg,above__gbif_classical__022__BO.BA_Imleria_badia_gbif_15.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,23,data/Yolov8/Manual_annotation/gbif_downloads/BO.ED_Boletus_edulis_gbif_01.jpg,above__gbif_classical__023__BO.ED_Boletus_edulis_gbif_01.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,25,data/Yolov8/Manual_annotation/gbif_downloads/BO.ED_Boletus_edulis_gbif_05.jpg,above__gbif_classical__025__BO.ED_Boletus_edulis_gbif_05.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,27,data/Yolov8/Manual_annotation/gbif_downloads/BO.ED_Boletus_edulis_gbif_09.jpg,above__gbif_classical__027__BO.ED_Boletus_edulis_gbif_09.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,28,data/Yolov8/Manual_annotation/gbif_downloads/BO.ED_Boletus_edulis_gbif_11.jpg,above__gbif_classical__028__BO.ED_Boletus_edulis_gbif_11.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,29,data/Yolov8/Manual_annotation/gbif_downloads/BO.ED_Boletus_edulis_gbif_13.jpg,above__gbif_classical__029__BO.ED_Boletus_edulis_gbif_13.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,31,data/Yolov8/Manual_annotation/gbif_downloads/CA.CI_Cantharellus_cibarius_gbif_01.jpg,above__gbif_classical__031__CA.CI_Cantharellus_cibarius_gbif_01.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,33,data/Yolov8/Manual_annotation/gbif_downloads/CA.CI_Cantharellus_cibarius_gbif_05.jpg,above__gbif_classical__033__CA.CI_Cantharellus_cibarius_gbif_05.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,37,data/Yolov8/Manual_annotation/gbif_downloads/CA.TU_Cantharellus_tubaeformis_gbif_02.jpg,above__gbif_classical__037__CA.TU_Cantharellus_tubaeformis_gbif_02.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,46,data/Yolov8/Manual_annotation/gbif_downloads/CAL.GI_Calocybe_gambosa_gbif_04.jpg,above__gbif_classical__046__CAL.GI_Calocybe_gambosa_gbif_04.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,51,data/Yolov8/Manual_annotation/gbif_downloads/CAL.GI_Calocybe_gambosa_gbif_10.jpg,above__gbif_classical__051__CAL.GI_Calocybe_gambosa_gbif_10.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,52,data/Yolov8/Manual_annotation/gbif_downloads/CO.CO_Coprinus_comatus_gbif_01.jpg,above__gbif_classical__052__CO.CO_Coprinus_comatus_gbif_01.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,53,data/Yolov8/Manual_annotation/gbif_downloads/CO.CO_Coprinus_comatus_gbif_02.jpg,above__gbif_classical__053__CO.CO_Coprinus_comatus_gbif_02.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,54,data/Yolov8/Manual_annotation/gbif_downloads/CO.CO_Coprinus_comatus_gbif_03.jpg,above__gbif_classical__054__CO.CO_Coprinus_comatus_gbif_03.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,56,data/Yolov8/Manual_annotation/gbif_downloads/CO.CO_Coprinus_comatus_gbif_05.jpg,above__gbif_classical__056__CO.CO_Coprinus_comatus_gbif_05.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,57,data/Yolov8/Manual_annotation/gbif_downloads/CO.CO_Coprinus_comatus_gbif_06.jpg,above__gbif_classical__057__CO.CO_Coprinus_comatus_gbif_06.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,58,data/Yolov8/Manual_annotation/gbif_downloads/CO.CO_Coprinus_comatus_gbif_07.jpg,above__gbif_classical__058__CO.CO_Coprinus_comatus_gbif_07.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,59,data/Yolov8/Manual_annotation/gbif_downloads/CO.CO_Coprinus_comatus_gbif_08.jpg,above__gbif_classical__059__CO.CO_Coprinus_comatus_gbif_08.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,62,data/Yolov8/Manual_annotation/gbif_downloads/CR.CO_Craterellus_cornucopioides_gbif_01.jpg,above__gbif_classical__062__CR.CO_Craterellus_cornucopioides_gbif_01.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,64,data/Yolov8/Manual_annotation/gbif_downloads/CR.CO_Craterellus_cornucopioides_gbif_03.jpg,above__gbif_classical__064__CR.CO_Craterellus_cornucopioides_gbif_03.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,67,data/Yolov8/Manual_annotation/gbif_downloads/CR.CO_Craterellus_cornucopioides_gbif_06.jpg,above__gbif_classical__067__CR.CO_Craterellus_cornucopioides_gbif_06.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,68,data/Yolov8/Manual_annotation/gbif_downloads/CR.CO_Craterellus_cornucopioides_gbif_07.jpg,above__gbif_classical__068__CR.CO_Craterellus_cornucopioides_gbif_07.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,70,data/Yolov8/Manual_annotation/gbif_downloads/CR.CO_Craterellus_cornucopioides_gbif_09.jpg,above__gbif_classical__070__CR.CO_Craterellus_cornucopioides_gbif_09.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,72,data/Yolov8/Manual_annotation/gbif_downloads/CR.CO_Craterellus_cornucopioides_gbif_11.jpg,above__gbif_classical__072__CR.CO_Craterellus_cornucopioides_gbif_11.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,73,data/Yolov8/Manual_annotation/gbif_downloads/CR.CO_Craterellus_cornucopioides_gbif_12.jpg,above__gbif_classical__073__CR.CO_Craterellus_cornucopioides_gbif_12.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,74,data/Yolov8/Manual_annotation/gbif_downloads/GY.ES_Gyromitra_esculenta_gbif_01.jpg,above__gbif_classical__074__GY.ES_Gyromitra_esculenta_gbif_01.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,75,data/Yolov8/Manual_annotation/gbif_downloads/GY.ES_Gyromitra_esculenta_gbif_02.jpg,above__gbif_classical__075__GY.ES_Gyromitra_esculenta_gbif_02.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,76,data/Yolov8/Manual_annotation/gbif_downloads/GY.ES_Gyromitra_esculenta_gbif_03.jpg,above__gbif_classical__076__GY.ES_Gyromitra_esculenta_gbif_03.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,77,data/Yolov8/Manual_annotation/gbif_downloads/GY.ES_Gyromitra_esculenta_gbif_04.jpg,above__gbif_classical__077__GY.ES_Gyromitra_esculenta_gbif_04.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,78,data/Yolov8/Manual_annotation/gbif_downloads/GY.ES_Gyromitra_esculenta_gbif_05.jpg,above__gbif_classical__078__GY.ES_Gyromitra_esculenta_gbif_05.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,79,data/Yolov8/Manual_annotation/gbif_downloads/GY.ES_Gyromitra_esculenta_gbif_06.jpg,above__gbif_classical__079__GY.ES_Gyromitra_esculenta_gbif_06.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,80,data/Yolov8/Manual_annotation/gbif_downloads/GY.ES_Gyromitra_esculenta_gbif_08.jpg,above__gbif_classical__080__GY.ES_Gyromitra_esculenta_gbif_08.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,81,data/Yolov8/Manual_annotation/gbif_downloads/GY.ES_Gyromitra_esculenta_gbif_09.jpeg,above__gbif_classical__081__GY.ES_Gyromitra_esculenta_gbif_09.jpeg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,82,data/Yolov8/Manual_annotation/gbif_downloads/GY.ES_Gyromitra_esculenta_gbif_10.jpg,above__gbif_classical__082__GY.ES_Gyromitra_esculenta_gbif_10.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,85,data/Yolov8/Manual_annotation/gbif_downloads/HY.RE_Hydnum_repandum_gbif_03.jpg,above__gbif_classical__085__HY.RE_Hydnum_repandum_gbif_03.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,94,data/Yolov8/Manual_annotation/gbif_downloads/LA.HE_Lactarius_helvus_gbif_11.jpg,above__gbif_classical__094__LA.HE_Lactarius_helvus_gbif_11.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,96,data/Yolov8/Manual_annotation/gbif_downloads/LY.PE_Lepista_personata_gbif_02.jpg,above__gbif_classical__096__LY.PE_Lepista_personata_gbif_02.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,97,data/Yolov8/Manual_annotation/gbif_downloads/LY.PE_Lepista_personata_gbif_03.jpg,above__gbif_classical__097__LY.PE_Lepista_personata_gbif_03.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,104,data/Yolov8/Manual_annotation/gbif_downloads/LY.PE_Lepista_personata_gbif_10.jpg,above__gbif_classical__104__LY.PE_Lepista_personata_gbif_10.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,105,data/Yolov8/Manual_annotation/gbif_downloads/LY.PE_Lepista_personata_gbif_11.jpg,above__gbif_classical__105__LY.PE_Lepista_personata_gbif_11.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,107,data/Yolov8/Manual_annotation/gbif_downloads/PL.OS_Pleurotus_ostreatus_gbif_01.jpg,above__gbif_classical__107__PL.OS_Pleurotus_ostreatus_gbif_01.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,112,data/Yolov8/Manual_annotation/gbif_downloads/PL.OS_Pleurotus_ostreatus_gbif_06.jpg,above__gbif_classical__112__PL.OS_Pleurotus_ostreatus_gbif_06.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,121,data/Yolov8/Manual_annotation/gbif_downloads/RU.BA_Russula_badia_gbif_05.jpg,above__gbif_classical__121__RU.BA_Russula_badia_gbif_05.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,122,data/Yolov8/Manual_annotation/gbif_downloads/RU.BA_Russula_badia_gbif_07.jpg,above__gbif_classical__122__RU.BA_Russula_badia_gbif_07.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,8,data/Yolov8/Manual_annotation/gbif_downloads/AM.VI_Amanita_virosa_gbif_03.jpeg,underside__gbif_classical__008__AM.VI_Amanita_virosa_gbif_03.jpeg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,9,data/Yolov8/Manual_annotation/gbif_downloads/AM.VI_Amanita_virosa_gbif_05.jpg,underside__gbif_classical__009__AM.VI_Amanita_virosa_gbif_05.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,10,data/Yolov8/Manual_annotation/gbif_downloads/AM.VI_Amanita_virosa_gbif_07.jpg,underside__gbif_classical__010__AM.VI_Amanita_virosa_gbif_07.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,17,data/Yolov8/Manual_annotation/gbif_downloads/BO.BA_Imleria_badia_gbif_05.jpg,underside__gbif_classical__017__BO.BA_Imleria_badia_gbif_05.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,21,data/Yolov8/Manual_annotation/gbif_downloads/BO.BA_Imleria_badia_gbif_13.jpg,underside__gbif_classical__021__BO.BA_Imleria_badia_gbif_13.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,24,data/Yolov8/Manual_annotation/gbif_downloads/BO.ED_Boletus_edulis_gbif_03.jpg,underside__gbif_classical__024__BO.ED_Boletus_edulis_gbif_03.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,32,data/Yolov8/Manual_annotation/gbif_downloads/CA.CI_Cantharellus_cibarius_gbif_03.jpeg,underside__gbif_classical__032__CA.CI_Cantharellus_cibarius_gbif_03.jpeg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,35,data/Yolov8/Manual_annotation/gbif_downloads/CA.CI_Cantharellus_cibarius_gbif_11.jpg,underside__gbif_classical__035__CA.CI_Cantharellus_cibarius_gbif_11.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,39,data/Yolov8/Manual_annotation/gbif_downloads/CA.TU_Cantharellus_tubaeformis_gbif_04.jpg,underside__gbif_classical__039__CA.TU_Cantharellus_tubaeformis_gbif_04.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,43,data/Yolov8/Manual_annotation/gbif_downloads/CAL.GI_Calocybe_gambosa_gbif_01.jpg,underside__gbif_classical__043__CAL.GI_Calocybe_gambosa_gbif_01.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,49,data/Yolov8/Manual_annotation/gbif_downloads/CAL.GI_Calocybe_gambosa_gbif_08.jpg,underside__gbif_classical__049__CAL.GI_Calocybe_gambosa_gbif_08.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,83,data/Yolov8/Manual_annotation/gbif_downloads/HY.RE_Hydnum_repandum_gbif_01.jpg,underside__gbif_classical__083__HY.RE_Hydnum_repandum_gbif_01.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,84,data/Yolov8/Manual_annotation/gbif_downloads/HY.RE_Hydnum_repandum_gbif_02.jpg,underside__gbif_classical__084__HY.RE_Hydnum_repandum_gbif_02.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,86,data/Yolov8/Manual_annotation/gbif_downloads/HY.RE_Hydnum_repandum_gbif_05.jpg,underside__gbif_classical__086__HY.RE_Hydnum_repandum_gbif_05.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,87,data/Yolov8/Manual_annotation/gbif_downloads/HY.RE_Hydnum_repandum_gbif_06.jpg,underside__gbif_classical__087__HY.RE_Hydnum_repandum_gbif_06.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,89,data/Yolov8/Manual_annotation/gbif_downloads/HY.RE_Hydnum_repandum_gbif_08.jpg,underside__gbif_classical__089__HY.RE_Hydnum_repandum_gbif_08.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,91,data/Yolov8/Manual_annotation/gbif_downloads/LA.HE_Lactarius_helvus_gbif_03.jpg,underside__gbif_classical__091__LA.HE_Lactarius_helvus_gbif_03.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,93,data/Yolov8/Manual_annotation/gbif_downloads/LA.HE_Lactarius_helvus_gbif_09.jpg,underside__gbif_classical__093__LA.HE_Lactarius_helvus_gbif_09.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,95,data/Yolov8/Manual_annotation/gbif_downloads/LY.PE_Lepista_personata_gbif_01.jpg,underside__gbif_classical__095__LY.PE_Lepista_personata_gbif_01.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,99,data/Yolov8/Manual_annotation/gbif_downloads/LY.PE_Lepista_personata_gbif_05.jpg,underside__gbif_classical__099__LY.PE_Lepista_personata_gbif_05.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,100,data/Yolov8/Manual_annotation/gbif_downloads/LY.PE_Lepista_personata_gbif_06.jpg,underside__gbif_classical__100__LY.PE_Lepista_personata_gbif_06.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,103,data/Yolov8/Manual_annotation/gbif_downloads/LY.PE_Lepista_personata_gbif_09.jpg,underside__gbif_classical__103__LY.PE_Lepista_personata_gbif_09.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,113,data/Yolov8/Manual_annotation/gbif_downloads/PL.OS_Pleurotus_ostreatus_gbif_07.jpg,underside__gbif_classical__113__PL.OS_Pleurotus_ostreatus_gbif_07.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,116,data/Yolov8/Manual_annotation/gbif_downloads/PL.OS_Pleurotus_ostreatus_gbif_10.jpg,underside__gbif_classical__116__PL.OS_Pleurotus_ostreatus_gbif_10.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,117,data/Yolov8/Manual_annotation/gbif_downloads/PL.OS_Pleurotus_ostreatus_gbif_11.jpg,underside__gbif_classical__117__PL.OS_Pleurotus_ostreatus_gbif_11.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,120,data/Yolov8/Manual_annotation/gbif_downloads/RU.BA_Russula_badia_gbif_03.jpg,underside__gbif_classical__120__RU.BA_Russula_badia_gbif_03.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,gbif_classical,123,data/Yolov8/Manual_annotation/gbif_downloads/RU.BA_Russula_badia_gbif_09.jpg,underside__gbif_classical__123__RU.BA_Russula_badia_gbif_09.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
